nSeq,frontal,smoothed_values,Wavetype
7932,30815,33652.61157175476,0
7933,29492,33533.7211840683,0
7934,29140,33397.09837804658,0
7935,29900,33256.54194911139,0
7936,31268,33119.12341526961,0
7937,32380,32984.030940902805,0
7938,33512,32869.526116853056,0
7939,34112,32791.132790519085,0
7940,34122,32721.032920420104,0
7941,34140,32632.673775338717,0
7942,34574,32523.827911292898,0
7943,34586,32403.205433230847,0
7944,34500,32302.19287242402,0
7945,34685,32247.094208293092,0
7946,34832,32231.501454308545,0
7947,34356,32240.177033705906,0
7948,33148,32250.67335517622,0
7949,31932,32270.636467990727,0
7950,31294,32300.310815810168,0
7951,30784,32344.884926543986,0
7952,30336,32414.574530513564,0
7953,30308,32525.57588890396,0
7954,30640,32665.81242580172,0
7955,31004,32834.36817282703,0
7956,32060,33014.84923584439,0
7957,33336,33162.91454330052,0
7958,33968,33266.238015533105,0
7959,33692,33323.40122933886,0
7960,32964,33318.8543830401,0
7961,32693,33268.2177734813,0
7962,32656,33211.24820644269,0
7963,32428,33186.59136601925,0
7964,32160,33170.9355888962,0
7965,32708,33126.03003140225,0
7966,34216,33066.03375208629,0
7967,34505,32979.671852423024,0
7968,34192,32862.623515794985,0
7969,33372,32721.397358974264,0
7970,32636,32572.986235968012,0
7971,32492,32415.480857694245,0
7972,32748,32246.26992347531,0
7973,33164,32069.752375663338,0
7974,32846,31902.50558958796,0
7975,32376,31757.976213207152,0
7976,32028,31635.84794514247,0
7977,32012,31516.530432795465,0
7978,31680,31391.627488753755,0
7979,31324,31257.73549044771,0
7980,31092,31116.084990617794,0
7981,30392,30966.99362483719,0
7982,30416,30806.317123732973,0
7983,30600,30607.118713887845,0
7984,30528,30348.905150811366,0
7985,30488,30041.828775313596,0
7986,30376,29723.940044208914,0
7987,30272,29440.994934235277,0
7988,29684,29212.436206209928,0
7989,27868,29058.35390611445,0
7990,26932,28970.230151213145,0
7991,27256,28916.454579063895,0
7992,27588,28888.750518222456,0
7993,28180,28910.509372265078,0
7994,28596,28986.064575343968,0
7995,28620,29105.886659774627,0
7996,28990,29284.4830074911,0
7997,29676,29527.11914460601,0
7998,30092,29820.506187531955,0
7999,29996,30132.640540391338,0
8000,30466,30440.354508006807,0
8001,31696,30741.768954377694,0
8002,32853,31032.50272840169,0
8003,32628,31314.661982825244,0
8004,31840,31581.648362790995,0
8005,30828,31831.210107440053,0
8006,29872,32055.80910535782,0
8007,29906,32272.807094279557,0
8008,30554,32486.197251729875,0
8009,31296,32682.717763221724,0
8010,32456,32845.824851837875,0
8011,33454,32961.21307663734,0
8012,33790,33033.20011613198,0
8013,33128,33073.70863591424,0
8014,32836,33072.683449549884,0
8015,33696,33026.0023163758,0
8016,34126,32960.294539139,0
8017,34496,32906.93530647548,0
8018,35054,32855.97385948504,0
8019,35352,32799.13214114562,0
8020,35360,32738.54337542659,0
8021,35540,32667.84853880616,0
8022,35668,32598.35872621899,0
8023,35824,32528.79105696443,0
8024,35236,32463.09745475709,0
8025,33978,32397.990429551053,0
8026,32276,32328.6274746341,0
8027,30780,32249.618481568858,0
8028,29844,32176.17039224746,0
8029,29140,32101.377497999052,0
8030,28492,32019.060960816318,0
8031,27616,31936.062061680284,0
8032,26916,31843.29573618645,0
8033,26981,31751.82105796592,0
8034,27842,31676.613095686702,0
8035,29460,31638.130160232293,0
8036,31140,31662.800696560535,0
8037,32128,31736.56259269371,0
8038,32487,31825.474752698436,0
8039,32132,31894.540708524997,0
8040,31612,31914.297475441937,0
8041,31932,31894.869088198317,0
8042,32849,31884.142208548863,0
8043,33460,31885.27925679933,0
8044,33592,31888.526693031254,0
8045,34050,31881.19286222575,0
8046,34160,31854.23945837717,0
8047,33996,31825.26688835406,0
8048,33600,31796.75906179504,0
8049,33378,31762.424085848383,0
8050,33528,31716.111370975934,0
8051,33821,31679.856431785243,0
8052,34004,31669.946794224543,0
8053,33468,31688.33654980125,0
8054,32880,31712.955863631316,0
8055,32187,31728.82917983373,0
8056,31444,31696.93182298514,0
8057,30380,31590.85896804413,0
8058,29544,31433.690146385517,0
8059,29112,31250.54588023604,0
8060,28792,31049.941393387213,0
8061,28628,30858.070779617,0
8062,28692,30689.460446107667,0
8063,28517,30526.21555555208,0
8064,28672,30337.83058177509,0
8065,29042,30146.103951266832,0
8066,29206,29975.782295288427,0
8067,29592,29800.32763970172,0
8068,30008,29597.40472417046,0
8069,30588,29394.769256074018,0
8070,30468,29217.589593619556,0
8071,30260,29083.440509165623,0
8072,29718,29012.508651336906,0
8073,29556,29011.406745948578,0
8074,29700,29092.731796758155,0
8075,29479,29239.15654402631,0
8076,29236,29434.819563824705,0
8077,29352,29669.1304091981,0
8078,29240,29918.37556831668,0
8079,29256,30167.117835309873,0
8080,29700,30415.77266113081,0
8081,30228,30658.021678316647,0
8082,30856,30867.75165249444,0
8083,31968,31035.07503881735,0
8084,33096,31165.636092367065,0
8085,33248,31267.489672091488,0
8086,31740,31364.491003735147,0
8087,30008,31471.989283415456,0
8088,29485,31582.992815115038,0
8089,30332,31680.447185659497,0
8090,31333,31746.374234947532,0
8091,32458,31775.358227838013,0
8092,32420,31785.850131241637,0
8093,31888,31798.22847368081,0
8094,31840,31807.59496212242,0
8095,32304,31806.34221484509,0
8096,32889,31801.34145300176,0
8097,32937,31800.36060269949,0
8098,33208,31812.158854715904,0
8099,33668,31828.867116218225,0
8100,33828,31843.09012714395,0
8101,33208,31863.570247340394,0
8102,32508,31908.049795135626,0
8103,31964,31986.869737825018,0
8104,31133,32086.98910564615,0
8105,29897,32195.84925787046,0
8106,29636,32304.793891160778,0
8107,30394,32394.341860382487,0
8108,31156,32452.552762560008,0
8109,31648,32484.18893253499,0
8110,32182,32504.670554188502,0
8111,32324,32512.107506902365,0
8112,31952,32513.823030397874,0
8113,31916,32523.87895246635,0
8114,32240,32547.632392733507,0
8115,31488,32577.044914069218,0
8116,30384,32603.435074576635,0
8117,30196,32621.07507806634,0
8118,31729,32639.190441310944,0
8119,33369,32673.183847838784,0
8120,34592,32740.158330137536,0
8121,35272,32818.62303938214,0
8122,35464,32879.77306396063,0
8123,35518,32896.79964603273,0
8124,35232,32882.56252516033,0
8125,35096,32874.39008584687,0
8126,34792,32866.31501014639,0
8127,33752,32849.70400062229,0
8128,33004,32833.76002950138,0
8129,32896,32804.255251733804,0
8130,32600,32769.44358622186,0
8131,32140,32739.037386743672,0
8132,32048,32699.927508023073,0
8133,31904,32643.587678715423,0
8134,31648,32588.983093828578,0
8135,31564,32551.515951892034,0
8136,31336,32532.153967412873,0
8137,30916,32492.22591207263,0
8138,30536,32414.1774288591,0
8139,30612,32306.589726596412,0
8140,30928,32191.958669746615,0
8141,31172,32075.09688759274,0
8142,31280,31965.88665753016,0
8143,31216,31852.801871982876,0
8144,31409,31725.42506379894,0
8145,31764,31586.481758482343,0
8146,32540,31452.446145693444,0
8147,33052,31317.2855372832,0
8148,32936,31182.74866180083,0
8149,32700,31081.164968046913,0
8150,32805,31029.773103018106,0
8151,32992,31022.550828596184,0
8152,32716,31034.709216507195,0
8153,31944,31055.636857588215,0
8154,30862,31095.000843820042,0
8155,30008,31146.199848346696,0
8156,29264,31181.769930858885,0
8157,29406,31218.690117644754,0
8158,29961,31283.730264877424,0
8159,30648,31376.047161214945,0
8160,31117,31474.56958958915,0
8161,31890,31588.80601011517,0
8162,32596,31724.975149387195,0
8163,32876,31861.825322596524,0
8164,32296,31985.694933885916,0
8165,31932,32109.382659400915,0
8166,32090,32188.469387484543,0
8167,32420,32194.217007195333,0
8168,32696,32148.180256040716,0
8169,32362,32109.17705753577,0
8170,31272,32090.232791030714,0
8171,30149,32095.33016851742,0
8172,30116,32136.178407534502,0
8173,31284,32210.165366421872,0
8174,32780,32313.368971441847,0
8175,33220,32448.572531644604,0
8176,33508,32629.88379545544,0
8177,33956,32847.84081137079,0
8178,34132,33068.30183484508,0
8179,34512,33276.05040027873,0
8180,34256,33462.38141176581,0
8181,33476,33626.08063275927,0
8182,33088,33774.46670556967,0
8183,33312,33917.40996971748,0
8184,33700,34060.57993226906,0
8185,34256,34186.24134063924,0
8186,34425,34283.665947857175,0
8187,34528,34359.17835911465,0
8188,34298,34417.14003493691,0
8189,33964,34448.37937753585,0
8190,33680,34436.54693177034,0
8191,33592,34382.85546164983,0
8192,33744,34306.80875991336,0
8193,33645,34233.039899065494,0
8194,33384,34165.138661033656,0
8195,33320,34100.63958600979,0
8196,33136,34006.1474462958,0
8197,33892,33854.803051993105,0
8198,34716,33628.10358204173,0
8199,34620,33354.903207482654,0
8200,34060,33085.87990636626,0
8201,33617,32854.553679124394,0
8202,33608,32687.39941217805,0
8203,34048,32580.728003752032,0
8204,34200,32511.15803495891,0
8205,34088,32427.499867500348,0
8206,34252,32297.076448911095,0
8207,34004,32133.58759599237,0
8208,33168,31984.563114513916,0
8209,32184,31872.703675436802,0
8210,31924,31795.668021997808,0
8211,31448,31741.386181442085,0
8212,30192,31714.668680509887,0
8213,28936,31714.99360837082,0
8214,28356,31731.230229676683,0
8215,27582,31744.351673398916,0
8216,27796,31752.18106130121,0
8217,28936,31764.218086156758,0
8218,30033,31790.665136453314,0
8219,30500,31831.363491540837,0
8220,31218,31870.52328506361,0
8221,32216,31878.18074289852,0
8222,32776,31842.571921744813,0
8223,33248,31780.12238009548,0
8224,33944,31714.527506961535,0
8225,34176,31661.51487876529,0
8226,33560,31604.772522974,0
8227,32676,31545.920276654142,0
8228,31928,31496.302783299918,0
8229,31520,31448.604267589515,0
8230,32080,31418.918828258094,0
8231,32800,31417.190733048446,0
8232,33060,31431.14172773904,0
8233,33100,31458.12372246903,0
8234,32584,31499.05652682901,0
8235,32492,31556.60687740322,0
8236,33104,31647.623125076512,0
8237,33380,31775.552383170463,0
8238,32964,31950.312075586535,0
8239,32464,32162.952349712617,0
8240,33012,32406.673713023556,0
8241,34157,32674.20046620116,0
8242,34728,32945.94142284512,0
8243,33828,33227.37763603618,0
8244,31728,33514.93524280995,0
8245,28890,33806.03694877071,0
8246,27128,34104.13896717037,0
8247,27620,34399.05252302856,0
8248,30538,34706.95188543089,0
8249,33492,35042.808373235086,0
8250,35137,35379.908943365,0
8251,36056,35694.18653337477,0
8252,35932,35985.32824577551,0
8253,35144,36264.017214333195,0
8254,34213,36536.64099372675,0
8255,34776,36797.58908398168,0
8256,37232,37057.99601669841,0
8257,39566,37331.05484965674,0
8258,40601,37598.943149440696,0
8259,40668,37844.0054113626,0
8260,40572,38037.60656277225,0
8261,40492,38190.30665848479,0
8262,40324,38306.563328150834,0
8263,40140,38351.07736177332,0
8264,40132,38301.2005926125,0
8265,39980,38165.74474054304,0
8266,39780,37943.09787852616,0
8267,39476,37665.16341460518,0
8268,38820,37355.28511022248,0
8269,38096,37018.81807334756,0
8270,37372,36641.46386162417,0
8271,36860,36218.0108490194,0
8272,36152,35753.11258050161,0
8273,35128,35251.50255491323,0
8274,34113,34740.779965798225,0
8275,33168,34249.39270475418,0
8276,32413,33793.144326522335,0
8277,31760,33361.55242547968,0
8278,31140,32948.172519930784,0
8279,31124,32545.780912916136,0
8280,31253,32144.06541140339,0
8281,30646,31747.56405866277,0
8282,29824,31352.078263867443,0
8283,29136,30972.265813327987,0
8284,29028,30616.545910594734,0
8285,29392,30299.52857815195,0
8286,29716,30058.189840682186,0
8287,29904,29916.20142508074,0
8288,29677,29846.140631887174,0
8289,29384,29818.970166376817,0
8290,28968,29809.441121199023,0
8291,28524,29857.118473972892,0
8292,29032,30003.992225370966,0
8293,29716,30257.86965788422,0
8294,30464,30581.158177850964,0
8295,31092,30927.977884047483,0
8296,31516,31247.995814832655,0
8297,31961,31510.157784217292,0
8298,32508,31723.218985868465,0
8299,32572,31940.038224521315,0
8300,32904,32175.624522704093,0
8301,33692,32412.47600439853,0
8302,34372,32653.59856699877,0
8303,34756,32878.083029801426,0
8304,35284,33051.032471613704,0
8305,35964,33157.64121096569,0
8306,35796,33200.63892832188,0
8307,34960,33224.63548506005,0
8308,34193,33259.32758463872,0
8309,33158,33287.6562027121,0
8310,32796,33281.72802916094,0
8311,32560,33256.10065320524,0
8312,31856,33223.437885587104,0
8313,31704,33188.981017521925,0
8314,32324,33147.46392060415,0
8315,33176,33121.71226100878,0
8316,33772,33127.56611595892,0
8317,33516,33178.84802525231,0
8318,32940,33268.54835302288,0
8319,32134,33373.42612510506,0
8320,31352,33482.352360819095,0
8321,31268,33591.86322389415,0
8322,32080,33703.95641667085,0
8323,33384,33834.93221564899,0
8324,34312,33984.25000043957,0
8325,34976,34145.67388492226,0
8326,35004,34313.49193252628,0
8327,34660,34487.24063360637,0
8328,33846,34677.454426906006,0
8329,32796,34876.37628730896,0
8330,32013,35102.4384017577,0
8331,32116,35356.14016988069,0
8332,33584,35616.14215994508,0
8333,35144,35826.08435943788,0
8334,37116,35952.98040474921,0
8335,38412,36013.14401175785,0
8336,38248,36058.4949036579,0
8337,37248,36118.98565652808,0
8338,36944,36224.32542723036,0
8339,37208,36368.653884962696,0
8340,38668,36532.837523509035,0
8341,39820,36701.81932170164,0
8342,40208,36861.79666334047,0
8343,39968,37032.450641227806,0
8344,39668,37210.01964289779,0
8345,39140,37382.9969486229,0
8346,38168,37542.88772856169,0
8347,37452,37687.51947384189,0
8348,37197,37805.63581027272,0
8349,36868,37878.828108501446,0
8350,36684,37887.637844821365,0
8351,36820,37834.29266739704,0
8352,36484,37739.99265948454,0
8353,35864,37625.253281143014,0
8354,35516,37494.04584513709,0
8355,34664,37355.84323172568,0
8356,34440,37227.20492265347,0
8357,34480,37103.76516828838,0
8358,34060,36976.66651545162,0
8359,33984,36851.91359330089,0
8360,34964,36719.578294520674,0
8361,35736,36600.00567460965,0
8362,36360,36493.2969901741,0
8363,36968,36375.5627241395,0
8364,38208,36249.463484952066,0
8365,39028,36137.91140807706,0
8366,39141,36055.73757104136,0
8367,38351,36001.22454087328,0
8368,37408,35958.67464607147,0
8369,36940,35915.37905153258,0
8370,36886,35855.45467113783,0
8371,37152,35770.681982585586,0
8372,37948,35669.47502170409,0
8373,38144,35579.19965222046,0
8374,37968,35531.25716158012,0
8375,37808,35526.3039797223,0
8376,37708,35577.02023127209,0
8377,37583,35668.893564588834,0
8378,36688,35784.70312731669,0
8379,35612,35903.6072442526,0
8380,33720,35997.50794482111,0
8381,31440,36042.17593829373,0
8382,28744,36050.53539649547,0
8383,28047,36047.93485774368,0
8384,29608,36037.85648952948,0
8385,32364,36040.4729255901,0
8386,34640,36050.7167972437,0
8387,36508,36045.423302536,0
8388,37240,35999.74537721393,0
8389,37544,35920.553771551386,0
8390,38164,35813.88108545856,0
8391,38809,35711.379576857624,0
8392,39344,35635.90742201061,0
8393,39176,35600.09442895788,0
8394,38696,35598.49446537736,0
8395,38284,35633.02272388319,0
8396,37732,35678.316065473184,0
8397,36525,35718.436591960184,0
8398,35244,35752.4041397966,0
8399,34672,35791.16119599121,0
8400,34585,35832.126632208376,0
8401,34932,35878.19767054383,0
8402,35340,35940.53118051198,0
8403,35296,36007.72957403252,0
8404,35204,36067.599032689584,0
8405,35332,36115.01564343522,0
8406,35616,36141.68819911114,0
8407,35944,36148.658907218894,0
8408,36306,36127.057250416416,0
8409,36476,36055.92444336246,0
8410,36649,35928.50244551648,0
8411,36248,35770.28704969312,0
8412,35653,35590.387407843096,0
8413,35305,35394.80023791312,0
8414,35096,35192.91439737847,0
8415,34628,35006.04357252027,0
8416,33958,34848.52823992624,0
8417,33476,34723.93526296685,0
8418,33092,34618.5680384237,0
8419,32968,34523.340406686344,0
8420,33264,34434.60559125314,0
8421,33820,34349.23043362213,0
8422,34668,34266.344654763045,0
8423,35456,34197.24963547736,0
8424,35776,34140.29779797019,0
8425,36144,34101.473682800475,0
8426,35872,34082.84211471161,0
8427,35484,34092.63168578295,0
8428,35128,34140.26485957515,0
8429,34598,34217.67854915284,0
8430,34184,34322.87987003499,0
8431,34240,34425.28499332665,0
8432,33850,34499.0492241254,0
8433,33348,34499.846254325304,0
8434,32972,34429.58874443877,0
8435,32633,34320.988219250234,0
8436,32628,34203.390186136516,0
8437,32648,34082.2359401127,0
8438,32792,33972.40374394976,0
8439,33036,33866.12784303491,0
8440,33648,33759.183632395514,0
8441,34732,33654.145796115394,0
8442,35509,33562.058839610916,0
8443,35512,33501.70887596609,0
8444,35136,33468.67249878267,0
8445,34312,33457.52729293647,0
8446,34210,33463.50812923686,0
8447,34236,33484.2622830521,0
8448,34344,33502.25338171743,0
8449,34304,33503.08667656659,0
8450,34236,33486.75300547015,0
8451,34092,33453.97743698433,0
8452,33732,33420.418929919906,0
8453,33336,33393.5995855098,0
8454,32928,33373.213020516465,0
8455,32772,33358.44528991519,0
8456,32044,33345.80442632764,0
8457,31280,33348.2838878439,0
8458,30888,33375.67019782212,0
8459,30792,33425.18433624756,0
8460,31236,33485.073062603995,0
8461,31924,33570.04056674665,0
8462,32577,33651.64632345306,0
8463,33288,33715.20960600037,0
8464,33984,33758.85772747034,0
8465,35028,33793.48963049069,0
8466,35824,33817.01270714956,0
8467,36160,33826.43784293092,0
8468,36000,33814.97589951668,0
8469,35364,33779.57292447519,0
8470,34584,33719.03007840337,0
8471,33864,33638.23692138626,0
8472,33384,33544.82181606603,0
8473,33309,33448.533821582954,0
8474,33328,33360.492670334235,0
8475,33084,33275.848543258035,0
8476,33084,33204.73633698494,0
8477,33232,33131.781812190035,0
8478,33464,33065.12737571167,0
8479,33600,33009.79463960892,0
8480,33544,32962.73875471009,0
8481,33536,32914.95055289304,0
8482,33160,32886.69356665338,0
8483,32576,32876.80048046357,0
8484,32192,32866.3606422282,0
8485,31908,32835.28367312229,0
8486,31896,32764.442690151,0
8487,32084,32647.587301651216,0
8488,32072,32487.93883925669,0
8489,31812,32291.77195644081,0
8490,31456,32068.21432454118,0
8491,31582,31832.22022864635,0
8492,31820,31596.89815443619,0
8493,31652,31379.703104097374,0
8494,31256,31189.649021792124,0
8495,30781,31035.728836768776,0
8496,30592,30918.633523637145,0
8497,30426,30846.198346101934,0
8498,30192,30805.66214056335,0
8499,30020,30793.525180247452,0
8500,30160,30800.85434259572,0
8501,30748,30820.411335751927,0
8502,31305,30858.530587680765,0
8503,31916,30919.001950525206,0
8504,32228,30996.22105870229,0
8505,32388,31079.418115898225,0
8506,32853,31165.277403417287,0
8507,32861,31240.51315765473,0
8508,32285,31298.958142888492,0
8509,31674,31341.475281167903,0
8510,31380,31355.401748267457,0
8511,30336,31346.251472991495,0
8512,29864,31325.62737810146,0
8513,29804,31297.7967318243,0
8514,30201,31251.041771546577,0
8515,30472,31192.639649468132,0
8516,30656,31144.59904886722,0
8517,30556,31120.443153931683,0
8518,30624,31113.720244370845,0
8519,30624,31125.410655865377,0
8520,30652,31149.19013523242,0
8521,30760,31173.669114476445,0
8522,30865,31196.909270062715,0
8523,31132,31224.375491220762,0
8524,31296,31252.666497303508,0
8525,31638,31273.98945878072,0
8526,31968,31278.39757377326,0
8527,32744,31261.76008697589,0
8528,33202,31226.309455069277,0
8529,33416,31169.19695913828,0
8530,33356,31094.960981435615,0
8531,33552,31017.725433869433,0
8532,33060,30950.332422973923,0
8533,31597,30894.07666239582,0
8534,30004,30845.753725083818,0
8535,28748,30812.614960458024,0
8536,28032,30795.06480692178,0
8537,27968,30792.400891592595,0
8538,28066,30814.480501369682,0
8539,28336,30856.50828197038,0
8540,28668,30912.49549778232,0
8541,29196,30977.605913982927,0
8542,30572,31052.195714788457,0
8543,32080,31129.29383746605,0
8544,33232,31196.256315675302,0
8545,33796,31261.430449064996,0
8546,33412,31328.85121626013,0
8547,32669,31399.522002252215,0
8548,32220,31473.469005136933,0
8549,31848,31557.26946107555,0
8550,31716,31642.57631320877,0
8551,32037,31721.469139670324,0
8552,32176,31791.946260526092,0
8553,31852,31857.052354194253,0
8554,31480,31920.786101163045,0
8555,31360,31984.638841679724,0
8556,31610,32051.925943500846,0
8557,31788,32149.48677968561,0
8558,31756,32272.529006074474,0
8559,31456,32401.951465684528,0
8560,31580,32519.495912780596,0
8561,31854,32623.05996301347,0
8562,31860,32692.68669808219,0
8563,31612,32739.58301992946,0
8564,32140,32774.02409479743,0
8565,32768,32785.752276887426,0
8566,33300,32758.79930437653,0
8567,33529,32703.79415469837,0
8568,34068,32629.53650804436,0
8569,34352,32547.02913877572,0
8570,34349,32457.40731469536,0
8571,34380,32351.177680302735,0
8572,34088,32229.844000836478,0
8573,33135,32095.215551052534,0
8574,32152,31951.76444112704,0
8575,31296,31792.0465434002,0
8576,30377,31626.365041181092,0
8577,29760,31463.470326561095,0
8578,29340,31321.499837905743,0
8579,29604,31204.268686435287,0
8580,30296,31112.003782129057,0
8581,30796,31047.05535558259,0
8582,31228,31027.482404162678,0
8583,31508,31027.402933857684,0
8584,31728,31031.240155203617,0
8585,31652,31026.854678106487,0
8586,31420,30990.10929447364,0
8587,31352,30929.82199864544,0
8588,31008,30858.44195137766,0
8589,30628,30776.182089391237,0
8590,30096,30688.716309238804,0
8591,29354,30597.231666888943,0
8592,28896,30514.40375941768,0
8593,29134,30453.259466833642,0
8594,30066,30439.1169219191,0
8595,30734,30483.123217551354,0
8596,31128,30582.26734586011,0
8597,31664,30703.57966812523,0
8598,32141,30840.43573942573,0
8599,31888,30994.26604197888,0
8600,31476,31175.555824131385,0
8601,31272,31382.921851993076,0
8602,31561,31613.6099468658,0
8603,31928,31861.327441344278,0
8604,32536,32107.56766068215,0
8605,33176,32330.825566988926,0
8606,33801,32545.156578200622,0
8607,33648,32767.862200981388,0
8608,33180,33005.681538003686,0
8609,32660,33255.10574942222,0
8610,32580,33486.43498733036,0
8611,32808,33689.864642382454,0
8612,32992,33867.26892583507,0
8613,32764,34006.09641644683,0
8614,31984,34086.10434395742,0
8615,31975,34121.56480174856,0
8616,33000,34143.90931408299,0
8617,34028,34167.05381480093,0
8618,34650,34188.93327312767,0
8619,34928,34227.783082731505,0
8620,34932,34291.937337389376,0
8621,35260,34376.35287964432,0
8622,35568,34463.72245671679,0
8623,35740,34545.1732520384,0
8624,35824,34621.10683195949,0
8625,36208,34694.15435616637,0
8626,36444,34758.56776247396,0
8627,36389,34799.61580124334,0
8628,36161,34809.11902395437,0
8629,35740,34784.66126374243,0
8630,35317,34741.91123820428,0
8631,34705,34675.64888934437,0
8632,33676,34581.746190567996,0
8633,33401,34478.46874140388,0
8634,32808,34378.87423514939,0
8635,32064,34287.57220769445,0
8636,32301,34208.41930384657,0
8637,32472,34145.2530210807,0
8638,32632,34111.10465779781,0
8639,32988,34092.28756515829,0
8640,33328,34082.542982244675,0
8641,33732,34068.08369067494,0
8642,33720,34029.10969585233,0
8643,34236,33964.60613602157,0
8644,34372,33880.18456257334,0
8645,34181,33790.79419476043,0
8646,33868,33692.89862324853,0
8647,34292,33583.565462072555,0
8648,34608,33468.62063677397,0
8649,34960,33360.535192459014,0
8650,34548,33255.35295719506,0
8651,33896,33152.82821110827,0
8652,33528,33057.25182282598,0
8653,33192,32974.813295245105,0
8654,33100,32907.56102115331,0
8655,33924,32864.55083340862,0
8656,34420,32855.091687064385,0
8657,34424,32880.292463369835,0
8658,33768,32927.12509224662,0
8659,32448,32995.11863546218,0
8660,31516,33071.58515002072,0
8661,31088,33146.90427371428,0
8662,30672,33220.82188307543,0
8663,30588,33287.88876399428,0
8664,31320,33329.52586551759,0
8665,32720,33329.72126004829,0
8666,33448,33296.70743516422,0
8667,33820,33243.4845008534,0
8668,34196,33175.13652570899,0
8669,34220,33102.08590325732,0
8670,33657,33034.53118700865,0
8671,32888,32971.9950908558,0
8672,33056,32920.01665825925,0
8673,33780,32885.57153282481,0
8674,34004,32870.03601080542,0
8675,33740,32876.82686989356,0
8676,33344,32913.87041217708,0
8677,32996,32982.4909533621,0
8678,32832,33071.08818656882,0
8679,32584,33175.423795296505,0
8680,32016,33303.707438984056,0
8681,32311,33464.51807470027,0
8682,33292,33649.460492128,0
8683,34081,33832.60046370679,0
8684,34628,34023.35745671504,0
8685,35320,34209.443910950795,0
8686,35840,34381.4883161986,0
8687,36068,34542.88696704817,0
8688,35672,34681.739209510844,0
8689,35305,34788.055829500874,0
8690,34800,34863.31455025851,0
8691,34332,34921.76815495569,0
8692,34068,34983.60855737719,0
8693,33600,35034.70536965147,0
8694,33230,35096.23881496174,0
8695,32977,35168.9921765037,0
8696,33018,35246.17520018785,0
8697,33361,35318.56168848483,0
8698,34164,35395.22625117521,0
8699,35032,35483.51735076676,0
8700,35745,35588.549262625034,0
8701,36276,35682.37802761165,0
8702,36589,35735.214981537116,0
8703,36968,35736.90801487655,0
8704,37341,35680.19770457635,0
8705,37626,35564.45699859205,0
8706,37636,35426.52340360801,0
8707,37752,35286.07648472847,0
8708,37716,35160.29917562361,0
8709,36924,35046.25283592088,0
8710,35880,34937.09887743825,0
8711,35096,34836.954743760834,0
8712,34348,34748.39577519523,0
8713,33692,34655.327619193195,0
8714,33392,34552.60654093104,0
8715,32940,34457.450811988274,0
8716,32472,34394.93035514443,0
8717,32636,34368.28513750457,0
8718,33357,34370.57692748522,0
8719,33980,34403.202045153506,0
8720,34221,34466.146244222895,0
8721,34312,34535.0677067236,0
8722,34580,34596.94079575529,0
8723,34709,34665.57476692345,0
8724,34764,34752.42375064236,0
8725,34592,34845.51058499852,0
8726,34425,34927.673896584936,0
8727,34232,34992.182809545695,0
8728,34533,35037.31842498456,0
8729,35212,35073.60029620098,0
8730,35532,35096.54390053865,0
8731,35346,35093.72425006618,0
8732,35020,35080.76189901705,0
8733,34988,35089.42611067993,0
8734,34884,35125.75477726616,0
8735,34652,35179.63129191503,0
8736,34021,35249.311463541315,0
8737,33716,35339.10193377544,0
8738,33844,35449.25903516666,0
8739,34608,35571.48504675462,0
8740,35981,35704.310589070476,0
8741,37228,35839.13172377195,0
8742,37908,35961.36196262334,0
8743,38932,36064.744308289664,0
8744,39632,36143.442960328844,0
8745,39900,36199.007877705844,0
8746,39796,36232.97928918,0
8747,39412,36243.56950750414,0
8748,38924,36221.25745573155,0
8749,37668,36169.102019369384,0
8750,35728,36089.109683122966,0
8751,33692,35980.19815544087,0
8752,32220,35857.37927920393,0
8753,31333,35738.972881819536,0
8754,31044,35637.946316497844,0
8755,31656,35568.26259830755,0
8756,32656,35527.10286275607,0
8757,33793,35509.08708682356,0
8758,34683,35530.586797807984,0
8759,35604,35590.07685600698,0
8760,36112,35676.34403189249,0
8761,36304,35785.295487511554,0
8762,36345,35910.92620581938,0
8763,36688,36032.56159368221,0
8764,37296,36142.42365036462,0
8765,37932,36255.85022009758,0
8766,38476,36372.61072681508,0
8767,38532,36502.07826165402,0
8768,38592,36655.16149392563,0
8769,38624,36839.32897595586,0
8770,38204,37046.21295082024,0
8771,37960,37265.64494143838,0
8772,37552,37493.59608280119,0
8773,37000,37734.73230127483,0
8774,36468,37986.04828932128,0
8775,36172,38250.41217768106,0
8776,36332,38524.44884541926,0
8777,36816,38800.23246216989,0
8778,37600,39062.75230777897,0
8779,38220,39316.282004897395,0
8780,39000,39567.937619135715,0
8781,39896,39811.25088550816,0
8782,40844,40031.18548679296,0
8783,41112,40222.10125355272,0
8784,40904,40387.78045648331,0
8785,40841,40521.66323355274,0
8786,41152,40618.19281105976,0
8787,41412,40658.38977559632,0
8788,41612,40641.992070323504,0
8789,41532,40579.08442109855,0
8790,41252,40487.779287119825,0
8791,40836,40390.53014951559,0
8792,40768,40290.71801155216,0
8793,41048,40184.096794825746,0
8794,41256,40096.413911049036,0
8795,41148,40038.43916370234,0
8796,40540,40026.34314202291,0
8797,39684,40069.4670491602,0
8798,39180,40169.151354496666,0
8799,39064,40316.93611902797,0
8800,39404,40498.70676350896,0
8801,40413,40700.81267666874,0
8802,41364,40903.784912625386,0
8803,41768,41095.87492817823,0
8804,41913,41271.64333171852,0
8805,41568,41434.62770840524,0
